time,omega1,omega2,omega3,rotation11,rotation12,rotation13,rotation21,rotation22,rotation23,rotation31,rotation32,rotation33,ell1,ell2,ell3,energy,
17.580000,-0.605278,0.919156,9.979670,0.976220,-0.203074,0.075700,0.208014,0.975998,-0.064295,-0.060827,0.078515,0.995056,5.000009,-0.000008,129.999998,652.499986,
17.590000,-0.658831,0.868669,9.981844,0.950395,-0.299802,0.082727,0.304785,0.950765,-0.055909,-0.061893,0.078352,0.995003,5.000010,-0.000007,129.999998,652.499987,
17.600000,-0.709246,0.814017,9.984059,0.915036,-0.393578,0.088208,0.398474,0.915983,-0.046560,-0.062472,0.077754,0.995013,5.000011,-0.000006,129.999998,652.499987,
17.610000,-0.756279,0.755460,9.986271,0.870504,-0.483459,0.092004,0.488142,0.871985,-0.036524,-0.062569,0.076707,0.995089,5.000011,-0.000005,129.999998,652.499987,
17.620000,-0.799703,0.693274,9.988440,0.817252,-0.568536,0.094027,0.572893,0.819200,-0.026096,-0.062191,0.075196,0.995228,5.000012,-0.000004,129.999998,652.499987,
17.630000,-0.839308,0.627757,9.990522,0.755818,-0.647945,0.094238,0.651881,0.758144,-0.015581,-0.061351,0.073210,0.995428,5.000012,-0.000002,129.999998,652.499987,
17.640000,-0.874902,0.559219,9.992480,0.686822,-0.720878,0.092653,0.724322,0.689424,-0.005287,-0.060066,0.070743,0.995684,5.000012,-0.000001,129.999998,652.499987,
17.650000,-0.906310,0.487989,9.994274,0.610958,-0.786590,0.089336,0.789493,0.613722,0.004485,-0.058356,0.067791,0.995991,5.000011,0.000000,129.999998,652.499987,
17.660000,-0.933379,0.414409,9.995871,0.528987,-0.844407,0.084404,0.846749,0.531799,0.013451,-0.056245,0.064355,0.996341,5.000011,0.000002,129.999998,652.499987,
17.670000,-0.955978,0.338830,9.997240,0.441730,-0.893735,0.078019,0.895522,0.444476,0.021348,-0.053758,0.060438,0.996723,5.000010,0.000003,129.999998,652.499987,
17.680000,-0.973994,0.261617,9.998355,0.350059,-0.934066,0.070384,0.935329,0.352638,0.027947,-0.050925,0.056050,0.997128,5.000009,0.000004,129.999998,652.499988,
17.690000,-0.987341,0.183142,9.999194,0.254891,-0.964984,0.061740,0.965776,0.257215,0.033054,-0.047778,0.051203,0.997545,5.000008,0.000004,129.999998,652.499988,
17.700000,-0.995951,0.103782,9.999741,0.157173,-0.986169,0.052356,0.986562,0.159175,0.036521,-0.044351,0.045913,0.997960,5.000007,0.000005,129.999998,652.499988,
17.710000,-0.999784,0.023922,9.999986,0.057881,-0.997405,0.042523,0.997482,0.059516,0.038247,-0.040679,0.040202,0.998363,5.000005,0.000005,129.999998,652.499988,
17.720000,-0.998820,-0.056054,9.999924,-0.041996,-0.998575,0.032543,0.998427,-0.040746,0.038180,-0.036801,0.034095,0.998741,5.000004,0.000005,129.999998,652.499988,
17.730000,-0.993063,-0.135759,9.999557,-0.141464,-0.989670,0.022724,0.989389,-0.140590,0.036323,-0.032754,0.027621,0.999082,5.000003,0.000005,129.999998,652.499988,
17.740000,-0.982543,-0.214809,9.998891,-0.239531,-0.970784,0.013370,0.970455,-0.238999,0.032728,-0.028577,0.020814,0.999375,5.000002,0.000004,129.999998,652.499988,
17.750000,-0.967310,-0.292822,9.997939,-0.335219,-0.942115,0.004770,0.941813,-0.334972,0.027500,-0.024311,0.013710,0.999610,5.000000,0.000004,129.999998,652.499987,
17.760000,-0.947440,-0.369423,9.996719,-0.427573,-0.903962,-0.002808,0.903746,-0.427535,0.020790,-0.019995,0.006351,0.999780,4.999999,0.000003,129.999998,652.499987,
17.770000,-0.923030,-0.444242,9.995255,-0.515671,-0.856723,-0.009126,0.856628,-0.515751,0.012793,-0.015668,-0.001222,0.999876,4.999998,0.000002,129.999998,652.499987,
17.780000,-0.894200,-0.516919,9.993575,-0.598631,-0.800887,-0.013981,0.800928,-0.598728,0.003741,-0.011368,-0.008960,0.999895,4.999998,0.000001,129.999998,652.499987,
17.790000,-0.861090,-0.587107,9.991711,-0.675622,-0.737030,-0.017214,0.737196,-0.675632,-0.006103,-0.007133,-0.016815,0.999833,4.999997,-0.000000,129.999998,652.499987,
17.800000,-0.823862,-0.654470,9.989698,-0.745870,-0.665810,-0.018712,0.666066,-0.745694,-0.016452,-0.003000,-0.024736,0.999689,4.999997,-0.000002,129.999998,652.499987,
17.810000,-0.782698,-0.718685,9.987576,-0.808668,-0.587956,-0.018410,0.588243,-0.808217,-0.027006,0.000999,-0.032670,0.999466,4.999997,-0.000003,129.999998,652.499987,
17.820000,-0.737797,-0.779447,9.985385,-0.863381,-0.504264,-0.016297,0.504504,-0.862582,-0.037457,0.004830,-0.040563,0.999165,4.999997,-0.000005,129.999998,652.499987,
17.830000,-0.689377,-0.836467,9.983167,-0.909456,-0.415584,-0.012413,0.415683,-0.908254,-0.047499,0.008465,-0.048360,0.998794,4.999998,-0.000006,129.999998,652.499987,
17.840000,-0.637671,-0.889474,9.980963,-0.946424,-0.322814,-0.006851,0.322668,-0.944791,-0.056838,0.011875,-0.056005,0.998360,4.999998,-0.000007,129.999998,652.499986,
17.850000,-0.582928,-0.938220,9.978818,-0.973907,-0.226889,0.000252,0.226391,-0.971839,-0.065201,0.015038,-0.063444,0.997872,4.999999,-0.000008,129.999998,652.499986,
17.860000,-0.525413,-0.982472,9.976770,-0.991623,-0.128773,0.008711,0.127816,-0.989143,-0.072340,0.017931,-0.070622,0.997342,5.000000,-0.000009,129.999998,652.499986,
17.870000,-0.465399,-1.022025,9.974859,-0.999386,-0.029446,0.018304,0.027933,-0.996546,-0.078042,0.020538,-0.077485,0.996782,5.000001,-0.000010,129.999998,652.499986,
17.880000,-0.403175,-1.056691,9.973123,-0.997112,0.070101,0.028775,-0.072251,-0.993986,-0.082136,0.022844,-0.083980,0.996206,5.000003,-0.000011,129.999998,652.499986,
17.890000,-0.339038,-1.086309,9.971593,-0.984818,0.168879,0.039845,-0.171729,-0.981501,-0.084496,0.024838,-0.090058,0.995627,5.000004,-0.000011,129.999998,652.499986,
17.900000,-0.273292,-1.110741,9.970298,-0.962623,0.265911,0.051215,-0.269497,-0.959225,-0.085043,0.026513,-0.095669,0.995060,5.000006,-0.000011,129.999998,652.499986,
17.910000,-0.206250,-1.129872,9.969265,-0.930746,0.360236,0.062580,-0.364568,-0.927389,-0.083752,0.027865,-0.100768,0.994520,5.000007,-0.000011,129.999998,652.499986,
17.920000,-0.138231,-1.143614,9.968512,-0.889505,0.450925,0.073632,-0.455983,-0.886313,-0.080647,0.028895,-0.105314,0.994019,5.000009,-0.000011,129.999998,652.499986,
17.930000,-0.069557,-1.151902,9.968053,-0.839314,0.537082,0.084075,-0.542816,-0.836408,-0.075807,0.029606,-0.109265,0.993572,5.000010,-0.000010,129.999998,652.499986,
17.940000,-0.000553,-1.154699,9.967897,-0.780678,0.617860,0.093626,-0.624192,-0.778170,-0.069355,0.030005,-0.112587,0.993189,5.000011,-0.000010,129.999998,652.499985,
17.950000,0.068453,-1.151990,9.968048,-0.714188,0.692460,0.102030,-0.699288,-0.712174,-0.061464,0.030102,-0.115248,0.992881,5.000012,-0.000009,129.999997,652.499985,
17.960000,0.137135,-1.143790,9.968502,-0.640514,0.760145,0.109064,-0.767347,-0.639072,-0.052346,0.029910,-0.117220,0.992655,5.000013,-0.000008,129.999997,652.499985,
17.970000,0.205168,-1.130135,9.969251,-0.560402,0.820246,0.114543,-0.827682,-0.559583,-0.042245,0.029445,-0.118481,0.992520,5.000014,-0.000006,129.999997,652.499986,
17.980000,0.272228,-1.111089,9.970280,-0.474661,0.872164,0.118326,-0.879685,-0.474489,-0.031437,0.028726,-0.119013,0.992477,5.000015,-0.000005,129.999997,652.499986,
17.990000,0.337997,-1.086742,9.971570,-0.384156,0.915381,0.120319,-0.922837,-0.384628,-0.020214,0.027775,-0.118802,0.992529,5.000015,-0.000003,129.999997,652.499986,
18.000000,0.402163,-1.057205,9.973096,-0.289802,0.949460,0.120482,-0.956703,-0.290885,-0.008882,0.026614,-0.117841,0.992676,5.000015,-0.000002,129.999997,652.499986,
18.010000,0.464420,-1.022619,9.974830,-0.192550,0.974053,0.118822,-0.980949,-0.194188,0.002252,0.025268,-0.116127,0.992913,5.000015,-0.000001,129.999997,652.499986,
18.020000,0.524471,-0.983143,9.976738,-0.093382,0.988907,0.115401,-0.995334,-0.095492,0.012886,0.023764,-0.113661,0.993235,5.000015,0.000001,129.999997,652.499986,
18.030000,0.582028,-0.938964,9.978784,0.006705,0.993859,0.110330,-0.999720,0.004221,0.022733,0.022128,-0.110453,0.993635,5.000014,0.000002,129.999998,652.499986,
18.040000,0.636817,-0.890289,9.980929,0.106705,0.988848,0.103766,-0.994069,0.103959,0.031527,0.020389,-0.106516,0.994102,5.000014,0.000003,129.999998,652.499986,
18.050000,0.688574,-0.837348,9.983131,0.205612,0.973909,0.095909,-0.978444,0.202725,0.039036,0.018575,-0.101869,0.994624,5.000013,0.000004,129.999998,652.499986,
18.060000,0.737049,-0.780390,9.985350,0.302436,0.949178,0.086995,-0.953009,0.299527,0.045063,0.016716,-0.096537,0.995189,5.000011,0.000005,129.999998,652.499986,
18.070000,0.782008,-0.719686,9.987542,0.396209,0.914887,0.077290,-0.918026,0.393391,0.049452,0.014838,-0.090548,0.995781,5.000010,0.000006,129.999998,652.499987,
18.080000,0.823234,-0.655524,9.989665,0.485992,0.871370,0.067082,-0.873852,0.483366,0.052096,0.012971,-0.083939,0.996386,5.000009,0.000006,129.999998,652.499987,
18.090000,0.860526,-0.588209,9.991679,0.570891,0.819052,0.056673,-0.820934,0.568541,0.052939,0.011140,-0.076749,0.996988,5.000008,0.000007,129.999998,652.499987,
18.100000,0.893703,-0.518064,9.993546,0.650060,0.758449,0.046372,-0.759808,0.648047,0.051976,0.009371,-0.069022,0.997571,5.000006,0.000006,129.999998,652.499987,
18.110000,0.922603,-0.445423,9.995230,0.722712,0.690168,0.036481,-0.691088,0.721072,0.049253,0.007688,-0.060808,0.998120,5.000005,0.000006,129.999998,652.499987,
18.120000,0.947084,-0.370636,9.996697,0.788124,0.614890,0.027293,-0.615465,0.786869,0.044868,0.006114,-0.052160,0.998620,5.000004,0.000006,129.999998,652.499987,
18.130000,0.967028,-0.294061,9.997921,0.845648,0.533376,0.019078,-0.533697,0.844762,0.038967,0.004668,-0.043135,0.999058,5.000003,0.000005,129.999998,652.499987,
18.140000,0.982336,-0.216068,9.998878,0.894713,0.446450,0.012079,-0.446601,0.894156,0.031739,0.003370,-0.033792,0.999423,5.000002,0.000004,129.999998,652.499987,
18.150000,0.992932,-0.137032,9.999549,0.934832,0.354994,0.006503,-0.355047,0.934542,0.023411,0.002235,-0.024195,0.999705,5.000001,0.000003,129.999998,652.499987,
18.160000,0.998765,-0.057334,9.999921,0.965608,0.259939,0.002515,-0.259948,0.965504,0.014244,0.001275,-0.014408,0.999895,5.000000,0.000002,129.999998,652.499987,
18.170000,0.999806,0.022641,9.999988,0.986736,0.162253,0.000235,-0.162252,0.986726,0.004521,0.000503,-0.004499,0.999990,5.000000,0.000001,129.999998,652.499987,
18.180000,0.996050,0.102506,9.999747,0.998005,0.062932,-0.000268,-0.062933,0.997990,-0.005458,-0.000075,0.005465,0.999985,5.000000,-0.000001,129.999998,652.499987,
18.190000,0.987516,0.181877,9.999205,0.999301,-0.037009,0.001025,0.037020,0.999183,-0.015386,-0.000453,0.015414,0.999881,5.000000,-0.000002,129.999998,652.499987,
18.200000,0.974245,0.260369,9.998370,0.990611,-0.136552,0.004078,0.136612,0.990297,-0.024957,-0.000629,0.025280,0.999680,5.000000,-0.000003,129.999998,652.499987,
18.210000,0.956302,0.337605,9.997260,0.972019,-0.234683,0.008807,0.234848,0.971428,-0.033875,-0.000604,0.034996,0.999387,5.000001,-0.000004,129.999998,652.499987,
18.220000,0.933776,0.413213,9.995895,0.943705,-0.330405,0.015077,0.330749,0.942776,-0.041863,-0.000382,0.044494,0.999010,5.000002,-0.000006,129.999998,652.499987,
18.230000,0.906778,0.486829,9.994301,0.905949,-0.422747,0.022710,0.423357,0.904640,-0.048670,0.000032,0.053708,0.998557,5.000003,-0.000007,129.999998,652.499987,
18.240000,0.875438,0.558099,9.992510,0.859122,-0.510776,0.031486,0.511745,0.857418,-0.054081,0.000628,0.062576,0.998040,5.000004,-0.000007,129.999998,652.499987,
18.250000,0.839910,0.626682,9.990555,0.803688,-0.593605,0.041153,0.595028,0.801599,-0.057919,0.001393,0.071037,0.997473,5.000005,-0.000008,129.999998,652.499987,
18.260000,0.800368,0.692251,9.988474,0.740194,-0.670403,0.051434,0.672370,0.737758,-0.060053,0.002314,0.079035,0.996869,5.000006,-0.000008,129.999998,652.499987,
18.270000,0.757003,0.754492,9.986306,0.669272,-0.740406,0.062032,0.742992,0.666550,-0.060400,0.003374,0.086515,0.996245,5.000008,-0.000008,129.999998,652.499986,
18.280000,0.710026,0.813109,9.984094,0.591627,-0.802916,0.072640,0.806183,0.588702,-0.058931,0.004554,0.093428,0.995616,5.000009,-0.000008,129.999998,652.499986,
18.290000,0.659664,0.867826,9.981880,0.508032,-0.857319,0.082953,0.861303,0.505007,-0.055666,0.005832,0.099730,0.994997,5.000010,-0.000008,129.999998,652.499986,
18.300000,0.606159,0.918381,9.979705,0.419322,-0.903081,0.092672,0.907795,0.416310,-0.050677,0.007186,0.105379,0.994406,5.000012,-0.000007,129.999998,652.499986,
18.310000,0.549770,0.964538,9.977611,0.326384,-0.939757,0.101513,0.945184,0.323507,-0.044087,0.008592,0.110340,0.993857,5.000013,-0.000006,129.999998,652.499986,
18.320000,0.490766,1.006079,9.975639,0.230150,-0.966993,0.109220,0.973090,0.227528,-0.036064,0.010024,0.114583,0.993363,5.000014,-0.000006,129.999997,652.499986,
18.330000,0.429430,1.042808,9.973825,0.131586,-0.984532,0.115566,0.991225,0.129333,-0.026816,0.011456,0.118083,0.992938,5.000015,-0.000004,129.999997,652.499986,
18.340000,0.366056,1.074554,9.972205,0.031682,-0.992211,0.120364,0.999402,0.029900,-0.016588,0.012861,0.120820,0.992591,5.000016,-0.000003,129.999997,652.499986,
18.350000,0.300944,1.101169,9.970809,-0.068555,-0.989964,0.123471,0.997533,-0.069784,-0.005652,0.014211,0.122781,0.992332,5.000016,-0.000002,129.999997,652.499985,
18.360000,0.234406,1.122528,9.969664,-0.168115,-0.977823,0.124789,0.985632,-0.168730,0.005701,0.015482,0.123957,0.992167,5.000016,-0.000000,129.999997,652.499985,
18.370000,0.166756,1.138531,9.968791,-0.265995,-0.955917,0.124274,0.963817,-0.265962,0.017165,0.016644,0.124345,0.992099,5.000016,0.000001,129.999997,652.499985,
18.380000,0.098316,1.149105,9.968208,-0.361206,-0.924466,0.121931,0.932305,-0.360519,0.028432,0.017674,0.123949,0.992131,5.000016,0.000003,129.999997,652.499985,
18.390000,0.029410,1.154199,9.967925,-0.452787,-0.883785,0.117818,0.891411,-0.451468,0.039201,0.018546,0.122776,0.992261,5.000016,0.000004,129.999997,652.499985,
18.400000,-0.039635,1.153792,9.967948,-0.539814,-0.834278,0.112043,0.841549,-0.537913,0.049182,0.019238,0.120841,0.992485,5.000015,0.000006,129.999997,652.499985,
18.410000,-0.108492,1.147883,9.968276,-0.621409,-0.776434,0.104759,0.783221,-0.619001,0.058110,0.019728,0.118162,0.992798,5.000014,0.000007,129.999997,652.499985,
18.420000,-0.176835,1.136501,9.968903,-0.696749,-0.710821,0.096164,0.717018,-0.693929,0.065747,0.019997,0.114762,0.993192,5.000013,0.000008,129.999997,652.499985,
18.430000,-0.244340,1.119699,9.969817,-0.765076,-0.638085,0.086491,0.643608,-0.761954,0.071893,0.020028,0.110672,0.993655,5.000012,0.000009,129.999997,652.499985,
18.440000,-0.310687,1.097555,9.971001,-0.825702,-0.558940,0.076005,0.563736,-0.822399,0.076391,0.019808,0.105925,0.994177,5.000011,0.000009,129.999998,652.499985,
18.450000,-0.375561,1.070172,9.972431,-0.878019,-0.474165,0.064992,0.478208,-0.874660,0.079129,0.019325,0.100558,0.994743,5.000009,0.000010,129.999998,652.499985,
18.460000,-0.438652,1.037678,9.974082,-0.921504,-0.384596,0.053753,0.387889,-0.918209,0.080044,0.018571,0.094614,0.995341,5.000008,0.000010,129.999998,652.499985,
18.470000,-0.499661,1.000224,9.975922,-0.955725,-0.291116,0.042596,0.293692,-0.952605,0.079128,0.017541,0.088137,0.995954,5.000006,0.000010,129.999998,652.499986,
18.480000,-0.558295,0.957987,9.977915,-0.980343,-0.194651,0.031825,0.196566,-0.977494,0.076423,0.016233,0.081178,0.996567,5.000005,0.000010,129.999998,652.499986,
18.490000,-0.614274,0.911164,9.980023,-0.995115,-0.096160,0.021734,0.097491,-0.992614,0.072019,0.014648,0.073788,0.997166,5.000004,0.000009,129.999998,652.499986,
18.500000,-0.667329,0.859977,9.982206,-0.999902,0.003377,0.012597,-0.002538,-0.997799,0.066059,0.012791,0.066022,0.997736,5.000002,0.000009,129.999998,652.499986,
18.510000,-0.717204,0.804666,9.984423,-0.994661,0.102963,0.004658,-0.102515,-0.992983,0.058727,0.010671,0.057937,0.998263,5.000001,0.000008,129.999998,652.499986,
18.520000,-0.763660,0.745493,9.986631,-0.979453,0.201599,-0.001870,-0.201437,-0.978198,0.050246,0.008300,0.049592,0.998735,5.000000,0.000007,129.999998,652.499986,
18.530000,-0.806472,0.682740,9.988789,-0.954437,0.298291,-0.006817,-0.298315,-0.953578,0.040873,0.005691,0.041046,0.999141,5.000000,0.000006,129.999998,652.499986,
18.540000,-0.845431,0.616705,9.990853,-0.919870,0.392060,-0.010058,-0.392179,-0.919356,0.030889,0.002863,0.032360,0.999472,4.999999,0.000004,129.999998,652.499986,
18.550000,-0.880349,0.547702,9.992786,-0.876105,0.481955,-0.011517,-0.482092,-0.875863,0.020592,-0.000163,0.023594,0.999722,4.999999,0.000003,129.999998,652.499987,
18.560000,-0.911054,0.476063,9.994550,-0.823585,0.567059,-0.011169,-0.567159,-0.823528,0.010290,-0.003364,0.014810,0.999885,4.999999,0.000002,129.999998,652.499987,
18.570000,-0.937399,0.402130,9.996112,-0.762839,0.646504,-0.009044,-0.646533,-0.762869,0.000288,-0.006714,0.006068,0.999959,4.999999,0.000000,129.999998,652.499987,
18.580000,-0.959252,0.326258,9.997441,-0.694478,0.719476,-0.005219,-0.719423,-0.694493,-0.009115,-0.010184,-0.002575,0.999945,4.999999,-0.000001,129.999998,652.499987,
18.590000,-0.976507,0.248812,9.998512,-0.619187,0.785226,0.000177,-0.785106,-0.619088,-0.017641,-0.013743,-0.011062,0.999844,5.000000,-0.000002,129.999998,652.499987,
18.600000,-0.989080,0.170165,9.999304,-0.537719,0.843080,0.006971,-0.842930,-0.537416,-0.025034,-0.017360,-0.019337,0.999662,5.000001,-0.000003,129.999998,652.499987,
18.610000,-0.996909,0.090697,9.999802,-0.450887,0.892441,0.014947,-0.892319,-0.450305,-0.031073,-0.021001,-0.027348,0.999405,5.000002,-0.000004,129.999998,652.499987,
18.620000,-0.999955,0.010791,9.999997,-0.359558,0.932803,0.023859,-0.932783,-0.358641,-0.035577,-0.024631,-0.035047,0.999082,5.000003,-0.000005,129.999998,652.499987,
18.630000,-0.998203,-0.069167,9.999885,-0.264642,0.963753,0.033429,-0.963920,-0.263356,-0.038409,-0.028214,-0.042388,0.998703,5.000004,-0.000005,129.999998,652.499987,
18.640000,-0.991662,-0.148791,9.999468,-0.167084,0.984975,0.043365,-0.985419,-0.165421,-0.039480,-0.031715,-0.049329,0.998279,5.000006,-0.000005,129.999998,652.499987,
18.650000,-0.980364,-0.227697,9.998754,-0.067856,0.996254,0.053359,-0.997064,-0.065836,-0.038754,-0.035096,-0.055833,0.997823,5.000007,-0.000005,129.999998,652.499987,
18.660000,-0.964364,-0.305503,9.997756,0.032053,0.997479,0.063106,-0.998738,0.034387,-0.036244,-0.038324,-0.061865,0.997348,5.000008,-0.000005,129.999998,652.499987,
18.670000,-0.943741,-0.381836,9.996495,0.131648,0.988643,0.072304,-0.990420,0.134226,-0.032019,-0.041361,-0.067397,0.996869,5.000009,-0.000004,129.999998,652.499987,
18.680000,-0.918597,-0.456328,9.994993,0.229935,0.969843,0.080669,-0.972189,0.232670,-0.026194,-0.044174,-0.072404,0.996397,5.000011,-0.000004,129.999998,652.499987,
18.690000,-0.889054,-0.528621,9.993280,0.325931,0.941280,0.087941,-0.944224,0.328720,-0.018933,-0.046730,-0.076866,0.995946,5.000012,-0.000003,129.999998,652.499987,
18.700000,-0.855257,-0.598368,9.991389,0.418678,0.903253,0.093890,-0.906797,0.421406,-0.010441,-0.048998,-0.080769,0.995528,5.000012,-0.000002,129.999998,652.499986,
18.710000,-0.817370,-0.665235,9.989356,0.507247,0.856158,0.098324,-0.860278,0.509798,-0.000959,-0.050947,-0.084101,0.995154,5.000013,-0.000001,129.999998,652.499986,
18.720000,-0.775578,-0.728904,9.987220,0.590747,0.800482,0.101095,-0.805127,0.593008,0.009245,-0.052551,-0.086857,0.994834,5.000014,0.000001,129.999998,652.499986,
18.730000,-0.730084,-0.789071,9.985022,0.668341,0.736796,0.102104,-0.741890,0.670207,0.019877,-0.053786,-0.089036,0.994575,5.000014,0.000002,129.999998,652.499986,
18.740000,-0.681108,-0.845450,9.982803,0.739247,0.665752,0.101298,-0.671195,0.740629,0.030636,-0.054629,-0.090640,0.994384,5.000014,0.000004,129.999998,652.499986,
18.750000,-0.628886,-0.897775,9.980606,0.802749,0.588073,0.098682,-0.593747,0.803579,0.041213,-0.055063,-0.091678,0.994265,5.000013,0.000005,129.999998,652.499986,
18.760000,-0.573670,-0.945798,9.978474,0.858204,0.504545,0.094308,-0.510320,0.858437,0.051305,-0.055072,-0.092159,0.994220,5.000013,0.000006,129.999998,652.499986,
18.770000,-0.515725,-0.989292,9.976446,0.905051,0.416009,0.088280,-0.421747,0.904670,0.060622,-0.054645,-0.092100,0.994249,5.000012,0.000008,129.999998,652.499985,
18.780000,-0.455329,-1.028055,9.974561,0.942812,0.323353,0.080749,-0.328917,0.941828,0.068896,-0.053775,-0.091518,0.994350,5.000011,0.000009,129.999998,652.499985,
18.790000,-0.392770,-1.061903,9.972856,0.971104,0.227505,0.071911,-0.232761,0.969555,0.075888,-0.052457,-0.090435,0.994520,5.000010,0.000010,129.999998,652.499985,
18.800000,-0.328348,-1.090679,9.971363,0.989637,0.129417,0.061995,-0.134248,0.987586,0.081395,-0.050692,-0.088876,0.994752,5.000009,0.000011,129.999998,652.499985,
18.810000,-0.262367,-1.114247,9.970110,0.998219,0.030064,0.051265,-0.034368,0.995753,0.085255,-0.048484,-0.086868,0.995039,5.000008,0.000011,129.999998,652.499985,
18.820000,-0.195143,-1.132499,9.969122,0.996761,-0.069570,0.040006,0.065870,0.993984,0.087355,-0.045842,-0.084440,0.995373,5.000006,0.000012,129.999998,652.499985,
18.830000,-0.126994,-1.145350,9.968416,0.985275,-0.168501,0.028519,0.165456,0.982303,0.087630,-0.042780,-0.081623,0.995745,5.000005,0.000012,129.999998,652.499985,
18.840000,-0.058243,-1.152739,9.968006,0.963876,-0.265752,0.017111,0.263384,0.960830,0.086064,-0.039312,-0.078451,0.996143,5.000003,0.000012,129.999998,652.499985,
18.850000,0.010783,-1.154632,9.967901,0.932778,-0.360363,0.006088,0.358666,0.929781,0.082698,-0.035461,-0.074958,0.996556,5.000002,0.000011,129.999998,652.499985,
18.860000,0.079759,-1.151020,9.968102,0.892296,-0.451401,-0.004256,0.450338,0.889463,0.077619,-0.031251,-0.071178,0.996974,5.000000,0.000011,129.999998,652.499985,
18.870000,0.148356,-1.141921,9.968605,0.842840,-0.537966,-0.013646,0.537476,0.840272,0.070966,-0.026711,-0.067149,0.997385,4.999999,0.000010,129.999998,652.499985,
18.880000,0.216251,-1.127376,9.969401,0.784911,-0.619202,-0.021832,0.619201,0.782691,0.062918,-0.021872,-0.062906,0.997780,4.999998,0.000009,129.999998,652.499985,
18.890000,0.283121,-1.107453,9.970474,0.719096,-0.694303,-0.028600,0.694689,0.717284,0.053698,-0.016768,-0.058485,0.998147,4.999997,0.000008,129.999998,652.499985,
18.900000,0.348648,-1.082246,9.971805,0.646062,-0.762520,-0.033777,0.763182,0.644693,0.043559,-0.011439,-0.053922,0.998480,4.999996,0.000006,129.999998,652.499985,
18.910000,0.412521,-1.051870,9.973368,0.566549,-0.823170,-0.037232,0.823991,0.565631,0.032781,-0.005924,-0.049253,0.998769,4.999996,0.000005,129.999998,652.499985,
18.920000,0.474436,-1.016469,9.975132,0.481361,-0.875644,-0.038885,0.876507,0.480874,0.021659,-0.000266,-0.044511,0.999009,4.999995,0.000004,129.999998,652.499985,
18.930000,0.534097,-0.976209,9.977065,0.391361,-0.919408,-0.038708,0.920206,0.391258,0.010502,0.005490,-0.039731,0.999195,4.999995,0.000002,129.999998,652.499985,
18.940000,0.591219,-0.931277,9.979130,0.297456,-0.954015,-0.036721,0.954655,0.297670,-0.000385,0.011299,-0.034944,0.999325,4.999995,0.000001,129.999998,652.499985,
18.950000,0.645528,-0.881885,9.981287,0.200593,-0.979105,-0.033000,0.979511,0.201037,-0.010702,0.017113,-0.030179,0.999398,4.999996,-0.000001,129.999998,652.499986,
18.960000,0.696763,-0.828267,9.983495,0.101748,-0.994412,-0.027668,0.994533,0.102321,-0.020166,0.022885,-0.025466,0.999414,4.999996,-0.000002,129.999998,652.499986,
18.970000,0.744676,-0.770675,9.985712,0.001914,-0.999766,-0.020892,0.999576,0.002510,-0.028521,0.028568,-0.020830,0.999375,4.999997,-0.000003,129.999998,652.499986,
18.980000,0.789037,-0.709383,9.987896,-0.097907,-0.995099,-0.012883,0.994597,-0.097398,-0.035541,0.034113,-0.016295,0.999285,4.999998,-0.000004,129.999998,652.499986,
18.990000,0.829630,-0.644682,9.990004,-0.196715,-0.980439,-0.003886,0.979652,-0.196395,-0.041040,0.039475,-0.011882,0.999150,4.999999,-0.000005,129.999998,652.499986,
19.000000,0.866259,-0.576880,9.991997,-0.293522,-0.955920,0.005826,0.954897,-0.293482,-0.044874,0.044607,-0.007609,0.998976,5.000001,-0.000005,129.999998,652.499986,
19.010000,0.898744,-0.506302,9.993836,-0.387361,-0.921775,0.015962,0.920585,-0.387674,-0.046949,0.049466,-0.003493,0.998770,5.000002,-0.000006,129.999998,652.499986,
19.020000,0.926928,-0.433285,9.995486,-0.477296,-0.878336,0.026215,0.877066,-0.478015,-0.047222,0.054009,0.000453,0.998540,5.000003,-0.000006,129.999998,652.499986,
19.030000,0.950672,-0.358179,9.996916,-0.562431,-0.826032,0.036279,0.824777,-0.563584,-0.045700,0.058196,0.004218,0.998296,5.000005,-0.000006,129.999998,652.499986,
19.040000,0.969861,-0.281346,9.998097,-0.641918,-0.765384,0.045851,0.764246,-0.643506,-0.042443,0.061991,0.007796,0.998046,5.000006,-0.000005,129.999998,652.499987,
19.050000,0.984400,-0.203155,9.999008,-0.714967,-0.697000,0.054645,0.696077,-0.716965,-0.037563,0.065360,0.011180,0.997799,5.000007,-0.000005,129.999998,652.499987,
19.060000,0.994217,-0.123984,9.999630,-0.780851,-0.621571,0.062395,0.620953,-0.783208,-0.031216,0.068272,0.014369,0.997563,5.000008,-0.000004,129.999998,652.499987,
19.070000,0.999265,-0.044214,9.999953,-0.838916,-0.539861,0.068868,0.539625,-0.841559,-0.023602,0.070699,0.017363,0.997347,5.000009,-0.000003,129.999998,652.499987,
19.080000,0.999519,0.035769,9.999969,-0.888583,-0.452700,0.073867,0.452901,-0.891420,-0.014958,0.072619,0.020163,0.997156,5.000010,-0.000002,129.999998,652.499987,
19.090000,0.994976,0.115579,9.999679,-0.929358,-0.360973,0.077238,0.361648,-0.932284,-0.005551,0.074013,0.022774,0.996997,5.000010,-0.000001,129.999998,652.499987,
